"MONATSZAHL","AUSPRAEGUNG","JAHR","MONAT","WERT","VORJAHRESWERT","VERAEND_VORMONAT_PROZENT","VERAEND_VORJAHRESMONAT_PROZENT","ZWOELF_MONATE_MITTELWERT"
"Verkehrsunfälle","insgesamt",2005,"200506",3499,3229,5.36,8.36,3438
"Verkehrsunfälle","insgesamt",2005,"200507",3631,3760,3.77,-3.43,3427
"Verkehrsunfälle","insgesamt",2005,"200508",2965,2926,-18.34,1.33,3430
"Verkehrsunfälle","insgesamt",2005,"200509",3921,3663,32.24,7.04,3452
"Verkehrsunfälle","insgesamt",2005,"200510",3503,3716,-10.66,-5.73,3434
"Verkehrsunfälle","insgesamt",2005,"200511",3205,3449,-8.51,-7.07,3414
"Verkehrsunfälle","insgesamt",2005,"200512",3549,3792,10.73,-6.41,3394
"Verkehrsunfälle","insgesamt",2004,"200401",2969,3073,-15.82,-3.38,3211
"Verkehrsunfälle","insgesamt",2004,"200402",2728,2968,-8.12,-8.09,3191
"Verkehrsunfälle","insgesamt",2004,"200403",3271,3060,19.9,6.9,3209
"Verkehrsunfälle","insgesamt",2004,"200404",3183,3106,-2.69,2.48,3215
"Verkehrsunfälle","insgesamt",2004,"200405",3378,3255,6.13,3.78,3225
"Verkehrsunfälle","insgesamt",2004,"200406",3229,3139,-4.41,2.87,3233
"Verkehrsunfälle","insgesamt",2004,"200407",3760,3321,16.44,13.22,3269
"Verkehrsunfälle","insgesamt",2004,"200408",2926,2837,-22.18,3.14,3277
"Verkehrsunfälle","insgesamt",2004,"200409",3663,3393,25.19,7.96,3299
"Verkehrsunfälle","insgesamt",2004,"200410",3716,3631,1.45,2.34,3306
"Verkehrsunfälle","insgesamt",2004,"200411",3449,3325,-7.19,3.73,3317
"Verkehrsunfälle","insgesamt",2004,"200412",3792,3527,9.94,7.51,3339
"Verkehrsunfälle","insgesamt",2003,"200301",3073,3063,1.65,0.33,3385
"Verkehrsunfälle","insgesamt",2003,"200302",2968,2892,-3.42,2.63,3391
"Verkehrsunfälle","insgesamt",2003,"200303",3060,3380,3.1,-9.47,3365
"Verkehrsunfälle","insgesamt",2003,"200304",3106,3142,1.5,-1.15,3362
"Verkehrsunfälle","insgesamt",2003,"200305",3255,3731,4.8,-12.76,3322
"Verkehrsunfälle","insgesamt",2003,"200306",3139,3586,-3.56,-12.47,3285
"Verkehrsunfälle","insgesamt",2003,"200307",3321,3960,5.8,-16.14,3231
"Verkehrsunfälle","insgesamt",2003,"200308",2837,3007,-14.57,-5.65,3217
"Verkehrsunfälle","insgesamt",2003,"200309",3393,3436,19.6,-1.25,3214
"Verkehrsunfälle","insgesamt",2003,"200310",3631,3859,7.01,-5.91,3195
"Verkehrsunfälle","insgesamt",2003,"200311",3325,3529,-8.43,-5.78,3178
"Verkehrsunfälle","insgesamt",2003,"200312",3527,3023,6.08,16.67,3220
"Verkehrsunfälle","insgesamt",2002,"200201",3063,3348,-23.21,-8.51,3786
"Verkehrsunfälle","insgesamt",2002,"200202",2892,3148,-5.58,-8.13,3764
"Verkehrsunfälle","insgesamt",2002,"200203",3380,3970,16.87,-14.86,3715
"Verkehrsunfälle","insgesamt",2002,"200204",3142,3565,-7.04,-11.87,3680
"Verkehrsunfälle","insgesamt",2002,"200205",3731,4128,18.75,-9.62,3647
"Verkehrsunfälle","insgesamt",2002,"200206",3586,3715,-3.89,-3.47,3636
"Verkehrsunfälle","insgesamt",2002,"200207",3960,4288,10.43,-7.65,3609
"Verkehrsunfälle","insgesamt",2002,"200208",3007,3351,-24.07,-10.27,3580
"Verkehrsunfälle","insgesamt",2002,"200209",3436,3939,14.27,-12.77,3538
"Verkehrsunfälle","insgesamt",2002,"200210",3859,4250,12.31,-9.2,3506
"Verkehrsunfälle","insgesamt",2002,"200211",3529,4022,-8.55,-12.26,3465
"Verkehrsunfälle","insgesamt",2002,"200212",3023,3989,-14.34,-24.22,3384
"Verkehrsunfälle","insgesamt",2001,"200101",3348,3448,-11.64,-2.9,3700
"Verkehrsunfälle","insgesamt",2001,"200102",3148,3181,-5.97,-1.04,3697
"Verkehrsunfälle","insgesamt",2001,"200103",3970,3783,26.11,4.94,3712
"Verkehrsunfälle","insgesamt",2001,"200104",3565,3317,-10.2,7.48,3733
"Verkehrsunfälle","insgesamt",2001,"200105",4128,4123,15.79,0.12,3733
"Verkehrsunfälle","insgesamt",2001,"200106",3715,3329,-10,11.6,3766
"Verkehrsunfälle","insgesamt",2001,"200107",4288,4282,15.42,0.14,3766
"Verkehrsunfälle","insgesamt",2001,"200108",3351,3387,-21.85,-1.06,3763
"Verkehrsunfälle","insgesamt",2001,"200109",3939,3807,17.55,3.47,3774
"Verkehrsunfälle","insgesamt",2001,"200110",4250,4117,7.9,3.23,3785
"Verkehrsunfälle","insgesamt",2001,"200111",4022,3931,-5.36,2.31,3793
"Verkehrsunfälle","insgesamt",2001,"200112",3989,3789,-0.82,5.28,3809
"Verkehrsunfälle","insgesamt",2000,"200001",3448,,,,3448
"Verkehrsunfälle","insgesamt",2000,"200002",3181,,-7.74,,3315
"Verkehrsunfälle","insgesamt",2000,"200003",3783,,18.92,,3471
"Verkehrsunfälle","insgesamt",2000,"200004",3317,,-12.32,,3432
"Verkehrsunfälle","insgesamt",2000,"200005",4123,,24.3,,3570
"Verkehrsunfälle","insgesamt",2000,"200006",3329,,-19.26,,3530
"Verkehrsunfälle","insgesamt",2000,"200007",4282,,28.63,,3638
"Verkehrsunfälle","insgesamt",2000,"200008",3387,,-20.9,,3606
"Verkehrsunfälle","insgesamt",2000,"200009",3807,,12.4,,3629
"Verkehrsunfälle","insgesamt",2000,"200010",4117,,8.14,,3677
"Verkehrsunfälle","insgesamt",2000,"200011",3931,,-4.52,,3700
"Verkehrsunfälle","insgesamt",2000,"200012",3789,,-3.61,,3708
"Verkehrsunfälle","mit Personenschäden",2023,"202301",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202302",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202303",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202304",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202305",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202306",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202307",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202308",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202309",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202310",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202311",,,,,
"Verkehrsunfälle","mit Personenschäden",2023,"202312",,,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202201",,157,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202202",,220,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202203",,290,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202204",,332,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202205",,370,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202206",,644,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202207",,625,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202208",,449,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202209",,594,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202210",,492,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202211",,368,,,
"Verkehrsunfälle","mit Personenschäden",2022,"202212",,284,,,
"Verkehrsunfälle","mit Personenschäden",2021,"202101",157,301,-41.85,-47.84,398
"Verkehrsunfälle","mit Personenschäden",2021,"202102",220,306,40.13,-28.1,391
"Verkehrsunfälle","mit Personenschäden",2021,"202103",290,270,31.82,7.41,392
"Verkehrsunfälle","mit Personenschäden",2021,"202104",332,314,14.48,5.73,394
"Verkehrsunfälle","mit Personenschäden",2021,"202105",370,416,11.45,-11.06,390
"Verkehrsunfälle","mit Personenschäden",2021,"202106",644,496,74.05,29.84,402
"Verkehrsunfälle","mit Personenschäden",2021,"202107",625,717,-2.95,-12.83,395
"Verkehrsunfälle","mit Personenschäden",2021,"202108",449,487,-28.16,-7.8,392
"Verkehrsunfälle","mit Personenschäden",2021,"202109",594,555,32.29,7.03,395
"Verkehrsunfälle","mit Personenschäden",2021,"202110",492,489,-17.17,0.61,395
"Verkehrsunfälle","mit Personenschäden",2021,"202111",368,297,-25.2,23.91,401
"Verkehrsunfälle","mit Personenschäden",2021,"202112",284,270,-22.83,5.19,402
"Verkehrsunfälle","mit Personenschäden",2020,"202001",301,243,-7.67,23.87,448
"Verkehrsunfälle","mit Personenschäden",2020,"202002",306,289,1.66,5.88,449
"Verkehrsunfälle","mit Personenschäden",2020,"202003",270,369,-11.76,-26.83,441
"Verkehrsunfälle","mit Personenschäden",2020,"202004",314,426,16.3,-26.29,431
"Verkehrsunfälle","mit Personenschäden",2020,"202005",416,416,32.48,0,431
"Verkehrsunfälle","mit Personenschäden",2020,"202006",496,615,19.23,-19.35,422
"Verkehrsunfälle","mit Personenschäden",2020,"202007",717,762,44.56,-5.91,418
"Verkehrsunfälle","mit Personenschäden",2020,"202008",487,451,-32.08,7.98,421
"Verkehrsunfälle","mit Personenschäden",2020,"202009",555,533,13.96,4.13,423
"Verkehrsunfälle","mit Personenschäden",2020,"202010",489,500,-11.89,-2.2,422
"Verkehrsunfälle","mit Personenschäden",2020,"202011",297,383,-39.26,-22.45,415
"Verkehrsunfälle","mit Personenschäden",2020,"202012",270,326,-9.09,-17.18,410
"Verkehrsunfälle","mit Personenschäden",2019,"201901",243,290,-13.83,-16.21,452
"Verkehrsunfälle","mit Personenschäden",2019,"201902",289,265,18.93,9.06,454
"Verkehrsunfälle","mit Personenschäden",2019,"201903",369,331,27.68,11.48,457
"Verkehrsunfälle","mit Personenschäden",2019,"201904",426,519,15.45,-17.92,449
"Verkehrsunfälle","mit Personenschäden",2019,"201905",416,528,-2.35,-21.21,440
"Verkehrsunfälle","mit Personenschäden",2019,"201906",615,622,47.84,-1.13,440
"Verkehrsunfälle","mit Personenschäden",2019,"201907",762,714,23.9,6.72,444
"Verkehrsunfälle","mit Personenschäden",2019,"201908",451,456,-40.81,-1.1,443
"Verkehrsunfälle","mit Personenschäden",2019,"201909",533,528,18.18,0.95,444
"Verkehrsunfälle","mit Personenschäden",2019,"201910",500,529,-6.19,-5.48,441
"Verkehrsunfälle","mit Personenschäden",2019,"201911",383,407,-23.4,-5.9,439
"Verkehrsunfälle","mit Personenschäden",2019,"201912",326,282,-14.88,15.6,443
"Verkehrsunfälle","mit Personenschäden",2018,"201801",290,242,-5.54,19.83,426
"Verkehrsunfälle","mit Personenschäden",2018,"201802",265,277,-8.62,-4.33,425
"Verkehrsunfälle","mit Personenschäden",2018,"201803",331,407,24.91,-18.67,419
"Verkehrsunfälle","mit Personenschäden",2018,"201804",519,365,56.8,42.19,431
"Verkehrsunfälle","mit Personenschäden",2018,"201805",528,545,1.73,-3.12,430
"Verkehrsunfälle","mit Personenschäden",2018,"201806",622,568,17.8,9.51,434
"Verkehrsunfälle","mit Personenschäden",2018,"201807",714,611,14.79,16.86,443
"Verkehrsunfälle","mit Personenschäden",2018,"201808",456,447,-36.13,2.01,444
"Verkehrsunfälle","mit Personenschäden",2018,"201809",528,430,15.79,22.79,452
"Verkehrsunfälle","mit Personenschäden",2018,"201810",529,490,0.19,7.96,455
"Verkehrsunfälle","mit Personenschäden",2018,"201811",407,373,-23.06,9.12,458
"Verkehrsunfälle","mit Personenschäden",2018,"201812",282,307,-30.71,-8.14,456
"Verkehrsunfälle","mit Personenschäden",2017,"201701",242,298,-23.66,-18.79,439
"Verkehrsunfälle","mit Personenschäden",2017,"201702",277,305,14.46,-9.18,437
"Verkehrsunfälle","mit Personenschäden",2017,"201703",407,299,46.93,36.12,446
"Verkehrsunfälle","mit Personenschäden",2017,"201704",365,447,-10.32,-18.34,439
"Verkehrsunfälle","mit Personenschäden",2017,"201705",545,502,49.32,8.57,443
"Verkehrsunfälle","mit Personenschäden",2017,"201706",568,592,4.22,-4.05,441
"Verkehrsunfälle","mit Personenschäden",2017,"201707",611,623,7.57,-1.93,440
"Verkehrsunfälle","mit Personenschäden",2017,"201708",447,469,-26.84,-4.69,438
"Verkehrsunfälle","mit Personenschäden",2017,"201709",430,627,-3.8,-31.42,422
"Verkehrsunfälle","mit Personenschäden",2017,"201710",490,448,13.95,9.38,425
"Verkehrsunfälle","mit Personenschäden",2017,"201711",373,402,-23.88,-7.21,423
"Verkehrsunfälle","mit Personenschäden",2017,"201712",307,317,-17.69,-3.15,422
"Verkehrsunfälle","mit Personenschäden",2016,"201601",298,263,-22.4,13.31,455
"Verkehrsunfälle","mit Personenschäden",2016,"201602",305,262,2.35,16.41,459
"Verkehrsunfälle","mit Personenschäden",2016,"201603",299,376,-1.97,-20.48,453
"Verkehrsunfälle","mit Personenschäden",2016,"201604",447,495,49.5,-9.7,449
"Verkehrsunfälle","mit Personenschäden",2016,"201605",502,487,12.3,3.08,450
"Verkehrsunfälle","mit Personenschäden",2016,"201606",592,560,17.93,5.71,453
"Verkehrsunfälle","mit Personenschäden",2016,"201607",623,708,5.24,-12.01,445
"Verkehrsunfälle","mit Personenschäden",2016,"201608",469,481,-24.72,-2.49,444
"Verkehrsunfälle","mit Personenschäden",2016,"201609",627,509,33.69,23.18,454
"Verkehrsunfälle","mit Personenschäden",2016,"201610",448,475,-28.55,-5.68,452
"Verkehrsunfälle","mit Personenschäden",2016,"201611",402,430,-10.27,-6.51,450
"Verkehrsunfälle","mit Personenschäden",2016,"201612",317,384,-21.14,-17.45,444
"Verkehrsunfälle","mit Personenschäden",2015,"201501",263,324,-20.54,-18.83,455
"Verkehrsunfälle","mit Personenschäden",2015,"201502",262,309,-0.38,-15.21,451
"Verkehrsunfälle","mit Personenschäden",2015,"201503",376,460,43.51,-18.26,444
"Verkehrsunfälle","mit Personenschäden",2015,"201504",495,455,31.65,8.79,448
"Verkehrsunfälle","mit Personenschäden",2015,"201505",487,536,-1.62,-9.14,444
"Verkehrsunfälle","mit Personenschäden",2015,"201506",560,558,14.99,0.36,444
"Verkehrsunfälle","mit Personenschäden",2015,"201507",708,654,26.43,8.26,448
"Verkehrsunfälle","mit Personenschäden",2015,"201508",481,432,-32.06,11.34,452
"Verkehrsunfälle","mit Personenschäden",2015,"201509",509,534,5.82,-4.68,450
"Verkehrsunfälle","mit Personenschäden",2015,"201510",475,529,-6.68,-10.21,446
"Verkehrsunfälle","mit Personenschäden",2015,"201511",430,401,-9.47,7.23,448
"Verkehrsunfälle","mit Personenschäden",2015,"201512",384,331,-10.7,16.01,453
"Verkehrsunfälle","mit Personenschäden",2014,"201401",324,254,-8.99,27.56,455
"Verkehrsunfälle","mit Personenschäden",2014,"201402",309,263,-4.63,17.49,459
"Verkehrsunfälle","mit Personenschäden",2014,"201403",460,284,48.87,61.97,473
"Verkehrsunfälle","mit Personenschäden",2014,"201404",455,440,-1.09,3.41,474
"Verkehrsunfälle","mit Personenschäden",2014,"201405",536,454,17.8,18.06,481
"Verkehrsunfälle","mit Personenschäden",2014,"201406",558,580,4.1,-3.79,479
"Verkehrsunfälle","mit Personenschäden",2014,"201407",654,812,17.2,-19.46,466
"Verkehrsunfälle","mit Personenschäden",2014,"201408",432,514,-33.94,-15.95,459
"Verkehrsunfälle","mit Personenschäden",2014,"201409",534,531,23.61,0.56,460
"Verkehrsunfälle","mit Personenschäden",2014,"201410",529,510,-0.94,3.73,461
"Verkehrsunfälle","mit Personenschäden",2014,"201411",401,388,-24.2,3.35,462
"Verkehrsunfälle","mit Personenschäden",2014,"201412",331,356,-17.46,-7.02,460
"Verkehrsunfälle","mit Personenschäden",2013,"201301",254,273,2.42,-6.96,442
"Verkehrsunfälle","mit Personenschäden",2013,"201302",263,233,3.54,12.88,445
"Verkehrsunfälle","mit Personenschäden",2013,"201303",284,424,7.98,-33.02,433
"Verkehrsunfälle","mit Personenschäden",2013,"201304",440,394,54.93,11.68,437
"Verkehrsunfälle","mit Personenschäden",2013,"201305",454,596,3.18,-23.83,425
"Verkehrsunfälle","mit Personenschäden",2013,"201306",580,577,27.75,0.52,425
"Verkehrsunfälle","mit Personenschäden",2013,"201307",812,632,40,28.48,440
"Verkehrsunfälle","mit Personenschäden",2013,"201308",514,545,-36.7,-5.69,438
"Verkehrsunfälle","mit Personenschäden",2013,"201309",531,532,3.31,-0.19,438
"Verkehrsunfälle","mit Personenschäden",2013,"201310",510,477,-3.95,6.92,440
"Verkehrsunfälle","mit Personenschäden",2013,"201311",388,394,-23.92,-1.52,440
"Verkehrsunfälle","mit Personenschäden",2013,"201312",356,248,-8.25,43.55,449
"Verkehrsunfälle","mit Personenschäden",2012,"201201",273,255,-13.33,7.06,408
"Verkehrsunfälle","mit Personenschäden",2012,"201202",233,264,-14.65,-11.74,405
"Verkehrsunfälle","mit Personenschäden",2012,"201203",424,373,81.97,13.67,409
"Verkehrsunfälle","mit Personenschäden",2012,"201204",394,505,-7.08,-21.98,400
"Verkehrsunfälle","mit Personenschäden",2012,"201205",596,636,51.27,-6.29,397
"Verkehrsunfälle","mit Personenschäden",2012,"201206",577,399,-3.19,44.61,412
"Verkehrsunfälle","mit Personenschäden",2012,"201207",632,532,9.53,18.8,420
"Verkehrsunfälle","mit Personenschäden",2012,"201208",545,402,-13.77,35.57,432
"Verkehrsunfälle","mit Personenschäden",2012,"201209",532,441,-2.39,20.63,439
"Verkehrsunfälle","mit Personenschäden",2012,"201210",477,393,-10.34,21.37,446
"Verkehrsunfälle","mit Personenschäden",2012,"201211",394,359,-17.4,9.75,449
"Verkehrsunfälle","mit Personenschäden",2012,"201212",248,315,-37.06,-21.27,444
"Verkehrsunfälle","mit Personenschäden",2011,"201101",255,147,14.35,73.47,362
"Verkehrsunfälle","mit Personenschäden",2011,"201102",264,200,3.53,32,368
"Verkehrsunfälle","mit Personenschäden",2011,"201103",373,291,41.29,28.18,375
"Verkehrsunfälle","mit Personenschäden",2011,"201104",505,377,35.39,33.95,385
"Verkehrsunfälle","mit Personenschäden",2011,"201105",636,320,25.94,98.75,412
"Verkehrsunfälle","mit Personenschäden",2011,"201106",399,440,-37.26,-9.32,408
"Verkehrsunfälle","mit Personenschäden",2011,"201107",532,619,33.33,-14.05,401
"Verkehrsunfälle","mit Personenschäden",2011,"201108",402,416,-24.44,-3.37,400
"Verkehrsunfälle","mit Personenschäden",2011,"201109",441,456,9.7,-3.29,398
"Verkehrsunfälle","mit Personenschäden",2011,"201110",393,432,-10.88,-9.03,395
"Verkehrsunfälle","mit Personenschäden",2011,"201111",359,319,-8.65,12.54,399
"Verkehrsunfälle","mit Personenschäden",2011,"201112",315,223,-12.26,41.26,406
"Verkehrsunfälle","mit Personenschäden",2010,"201001",147,184,-52.88,-20.11,336
"Verkehrsunfälle","mit Personenschäden",2010,"201002",200,273,36.05,-26.74,330
"Verkehrsunfälle","mit Personenschäden",2010,"201003",291,202,45.5,44.06,337
"Verkehrsunfälle","mit Personenschäden",2010,"201004",377,357,29.55,5.6,339
"Verkehrsunfälle","mit Personenschäden",2010,"201005",320,454,-15.12,-29.52,328
"Verkehrsunfälle","mit Personenschäden",2010,"201006",440,371,37.5,18.6,333
"Verkehrsunfälle","mit Personenschäden",2010,"201007",619,476,40.68,30.04,345
"Verkehrsunfälle","mit Personenschäden",2010,"201008",416,376,-32.79,10.64,349
"Verkehrsunfälle","mit Personenschäden",2010,"201009",456,388,9.62,17.53,354
"Verkehrsunfälle","mit Personenschäden",2010,"201010",432,360,-5.26,20,360
"Verkehrsunfälle","mit Personenschäden",2010,"201011",319,312,-26.16,2.24,361
"Verkehrsunfälle","mit Personenschäden",2010,"201012",223,312,-30.09,-28.53,353
"Verkehrsunfälle","mit Personenschäden",2009,"200901",184,260,-20,-29.23,330
"Verkehrsunfälle","mit Personenschäden",2009,"200902",273,279,48.37,-2.15,330
"Verkehrsunfälle","mit Personenschäden",2009,"200903",202,210,-26.01,-3.81,329
"Verkehrsunfälle","mit Personenschäden",2009,"200904",357,315,76.73,13.33,333
"Verkehrsunfälle","mit Personenschäden",2009,"200905",454,445,27.17,2.02,333
"Verkehrsunfälle","mit Personenschäden",2009,"200906",371,424,-18.28,-12.5,329
"Verkehrsunfälle","mit Personenschäden",2009,"200907",476,459,28.3,3.7,330
"Verkehrsunfälle","mit Personenschäden",2009,"200908",376,402,-21.01,-6.47,328
"Verkehrsunfälle","mit Personenschäden",2009,"200909",388,360,3.19,7.78,330
"Verkehrsunfälle","mit Personenschäden",2009,"200910",360,373,-7.22,-3.49,329
"Verkehrsunfälle","mit Personenschäden",2009,"200911",312,281,-13.33,11.03,332
"Verkehrsunfälle","mit Personenschäden",2009,"200912",312,230,0,35.65,339
"Verkehrsunfälle","mit Personenschäden",2008,"200801",260,218,-21.92,19.27,360
"Verkehrsunfälle","mit Personenschäden",2008,"200802",279,217,7.31,28.57,365
"Verkehrsunfälle","mit Personenschäden",2008,"200803",210,293,-24.73,-28.33,358
"Verkehrsunfälle","mit Personenschäden",2008,"200804",315,396,50,-20.45,351
"Verkehrsunfälle","mit Personenschäden",2008,"200805",445,482,41.27,-7.68,348
"Verkehrsunfälle","mit Personenschäden",2008,"200806",424,444,-4.72,-4.5,347
"Verkehrsunfälle","mit Personenschäden",2008,"200807",459,435,8.25,5.52,349
"Verkehrsunfälle","mit Personenschäden",2008,"200808",402,344,-12.42,16.86,353
"Verkehrsunfälle","mit Personenschäden",2008,"200809",360,385,-10.45,-6.49,351
"Verkehrsunfälle","mit Personenschäden",2008,"200810",373,405,3.61,-7.9,349
"Verkehrsunfälle","mit Personenschäden",2008,"200811",281,324,-24.66,-13.27,345
"Verkehrsunfälle","mit Personenschäden",2008,"200812",230,333,-18.15,-30.93,337
"Verkehrsunfälle","mit Personenschäden",2007,"200701",218,291,-43.52,-25.09,390
"Verkehrsunfälle","mit Personenschäden",2007,"200702",217,237,-0.46,-8.44,388
"Verkehrsunfälle","mit Personenschäden",2007,"200703",293,275,35.02,6.55,390
"Verkehrsunfälle","mit Personenschäden",2007,"200704",396,301,35.15,31.56,398
"Verkehrsunfälle","mit Personenschäden",2007,"200705",482,471,21.72,2.34,399
"Verkehrsunfälle","mit Personenschäden",2007,"200706",444,406,-7.88,9.36,402
"Verkehrsunfälle","mit Personenschäden",2007,"200707",435,671,-2.03,-35.17,382
"Verkehrsunfälle","mit Personenschäden",2007,"200708",344,422,-20.92,-18.48,376
"Verkehrsunfälle","mit Personenschäden",2007,"200709",385,407,11.92,-5.41,374
"Verkehrsunfälle","mit Personenschäden",2007,"200710",405,500,5.19,-19,366
"Verkehrsunfälle","mit Personenschäden",2007,"200711",324,384,-20,-15.63,361
"Verkehrsunfälle","mit Personenschäden",2007,"200712",333,386,2.78,-13.73,356
"Verkehrsunfälle","mit Personenschäden",2006,"200601",291,244,-40.25,19.26,460
"Verkehrsunfälle","mit Personenschäden",2006,"200602",237,229,-18.56,3.49,461
"Verkehrsunfälle","mit Personenschäden",2006,"200603",275,299,16.03,-8.03,459
"Verkehrsunfälle","mit Personenschäden",2006,"200604",301,422,9.45,-28.67,449
"Verkehrsunfälle","mit Personenschäden",2006,"200605",471,521,56.48,-9.6,445
"Verkehrsunfälle","mit Personenschäden",2006,"200606",406,627,-13.8,-35.25,426
"Verkehrsunfälle","mit Personenschäden",2006,"200607",671,558,65.27,20.25,436
"Verkehrsunfälle","mit Personenschäden",2006,"200608",422,462,-37.11,-8.66,432
"Verkehrsunfälle","mit Personenschäden",2006,"200609",407,678,-3.55,-39.97,410
"Verkehrsunfälle","mit Personenschäden",2006,"200610",500,451,22.85,10.86,414
"Verkehrsunfälle","mit Personenschäden",2006,"200611",384,496,-23.2,-22.58,404
"Verkehrsunfälle","mit Personenschäden",2006,"200612",386,487,0.52,-20.74,396
"Verkehrsunfälle","mit Personenschäden",2005,"200501",244,286,-41.35,-14.69,431
"Verkehrsunfälle","mit Personenschäden",2005,"200502",229,240,-6.15,-4.58,430
"Verkehrsunfälle","mit Personenschäden",2005,"200503",299,321,30.57,-6.85,428
"Verkehrsunfälle","mit Personenschäden",2005,"200504",422,388,41.14,8.76,431
"Verkehrsunfälle","mit Personenschäden",2005,"200505",521,476,23.46,9.45,435
"Verkehrsunfälle","mit Personenschäden",2005,"200506",627,491,20.35,27.7,446
"Verkehrsunfälle","mit Personenschäden",2005,"200507",558,646,-11,-13.62,439
"Verkehrsunfälle","mit Personenschäden",2005,"200508",462,584,-17.2,-20.89,429
"Verkehrsunfälle","mit Personenschäden",2005,"200509",678,541,46.75,25.32,440
"Verkehrsunfälle","mit Personenschäden",2005,"200510",451,465,-33.48,-3.01,439
"Verkehrsunfälle","mit Personenschäden",2005,"200511",496,360,9.98,37.78,450
"Verkehrsunfälle","mit Personenschäden",2005,"200512",487,416,-1.81,17.07,456
"Verkehrsunfälle","mit Personenschäden",2004,"200401",286,282,-25.33,1.42,421
"Verkehrsunfälle","mit Personenschäden",2004,"200402",240,232,-16.08,3.45,422
"Verkehrsunfälle","mit Personenschäden",2004,"200403",321,374,33.75,-14.17,418
"Verkehrsunfälle","mit Personenschäden",2004,"200404",388,429,20.87,-9.56,414
"Verkehrsunfälle","mit Personenschäden",2004,"200405",476,510,22.68,-6.67,411
"Verkehrsunfälle","mit Personenschäden",2004,"200406",491,566,3.15,-13.25,405
"Verkehrsunfälle","mit Personenschäden",2004,"200407",646,538,31.57,20.07,414
"Verkehrsunfälle","mit Personenschäden",2004,"200408",584,461,-9.6,26.68,424
"Verkehrsunfälle","mit Personenschäden",2004,"200409",541,452,-7.36,19.69,432
"Verkehrsunfälle","mit Personenschäden",2004,"200410",465,466,-14.05,-0.21,432
"Verkehrsunfälle","mit Personenschäden",2004,"200411",360,359,-22.58,0.28,432
"Verkehrsunfälle","mit Personenschäden",2004,"200412",416,383,15.56,8.62,435
"Verkehrsunfälle","mit Personenschäden",2003,"200301",282,328,-7.24,-14.02,465
"Verkehrsunfälle","mit Personenschäden",2003,"200302",232,316,-17.73,-26.58,458
"Verkehrsunfälle","mit Personenschäden",2003,"200303",374,414,61.21,-9.66,454
"Verkehrsunfälle","mit Personenschäden",2003,"200304",429,432,14.71,-0.69,454
"Verkehrsunfälle","mit Personenschäden",2003,"200305",510,537,18.88,-5.03,452
"Verkehrsunfälle","mit Personenschäden",2003,"200306",566,675,10.98,-16.15,443
"Verkehrsunfälle","mit Personenschäden",2003,"200307",538,711,-4.95,-24.33,428
"Verkehrsunfälle","mit Personenschäden",2003,"200308",461,479,-14.31,-3.76,427
"Verkehrsunfälle","mit Personenschäden",2003,"200309",452,509,-1.95,-11.2,422
"Verkehrsunfälle","mit Personenschäden",2003,"200310",466,467,3.1,-0.21,422
"Verkehrsunfälle","mit Personenschäden",2003,"200311",359,448,-22.96,-19.87,414
"Verkehrsunfälle","mit Personenschäden",2003,"200312",383,304,6.69,25.99,421
"Verkehrsunfälle","mit Personenschäden",2002,"200201",328,354,-13,-7.34,494
"Verkehrsunfälle","mit Personenschäden",2002,"200202",316,343,-3.66,-7.87,491
"Verkehrsunfälle","mit Personenschäden",2002,"200203",414,426,31.01,-2.82,490
"Verkehrsunfälle","mit Personenschäden",2002,"200204",432,454,4.35,-4.85,488
"Verkehrsunfälle","mit Personenschäden",2002,"200205",537,655,24.31,-18.02,479
"Verkehrsunfälle","mit Personenschäden",2002,"200206",675,560,25.7,20.54,488
"Verkehrsunfälle","mit Personenschäden",2002,"200207",711,755,5.33,-5.83,485
"Verkehrsunfälle","mit Personenschäden",2002,"200208",479,510,-32.63,-6.08,482
"Verkehrsunfälle","mit Personenschäden",2002,"200209",509,497,6.26,2.41,483
"Verkehrsunfälle","mit Personenschäden",2002,"200210",467,581,-8.25,-19.62,473
"Verkehrsunfälle","mit Personenschäden",2002,"200211",448,436,-4.07,2.75,474
